cohort_month,region,country,advertiser_segment,campaign_objective,cohort_size,retained_day_7,retained_day_30,retained_day_90
2025-08-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,37,26,22,13
2025-08-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,19,12,11,7
2025-08-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,28,20,9,6
2025-08-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,25,17,14,9
2025-08-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,29,20,12,7
2025-08-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,26,18,14,9
2025-08-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,4,3
2025-08-01,Middle East & Africa,South Africa,SMB,Traffic,12,6,3,1
2025-08-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,3
2025-08-01,Middle East & Africa,South Africa,SMB,App Installs,12,6,3,2
2025-08-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,5,3
2025-08-01,Middle East & Africa,South Africa,Mid-Market,Conversions,12,6,5,3
2025-08-01,Middle East & Africa,South Africa,Mid-Market,Traffic,16,9,4,2
2025-08-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,14,8,6,3
2025-08-01,Middle East & Africa,South Africa,Mid-Market,App Installs,16,9,6,3
2025-08-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,14,8,7,4
2025-08-01,Middle East & Africa,South Africa,Enterprise,Conversions,20,13,13,7
2025-08-01,Middle East & Africa,South Africa,Enterprise,Traffic,21,13,6,4
2025-08-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,25,16,14,8
2025-08-01,Middle East & Africa,South Africa,Enterprise,App Installs,24,16,10,6
2025-08-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,27,18,17,11
2025-08-01,Middle East & Africa,South Africa,Agency,Conversions,14,9,8,5
2025-08-01,Middle East & Africa,South Africa,Agency,Traffic,19,10,5,3
2025-08-01,Middle East & Africa,South Africa,Agency,Lead Generation,18,10,8,5
2025-08-01,Middle East & Africa,South Africa,Agency,App Installs,22,13,8,5
2025-08-01,Middle East & Africa,South Africa,Agency,Catalog Sales,15,9,7,4
2025-08-01,Asia Pacific,Japan,SMB,Conversions,12,6,6,3
2025-08-01,Asia Pacific,Japan,SMB,Traffic,13,7,3,2
2025-08-01,Asia Pacific,Japan,SMB,Lead Generation,15,8,6,4
2025-08-01,Asia Pacific,Japan,SMB,App Installs,12,5,4,2
2025-08-01,Asia Pacific,Japan,SMB,Catalog Sales,12,6,5,3
2025-08-01,Asia Pacific,Japan,Mid-Market,Conversions,20,13,12,7
2025-08-01,Asia Pacific,Japan,Mid-Market,Traffic,23,15,8,4
2025-08-01,Asia Pacific,Japan,Mid-Market,Lead Generation,23,14,12,8
2025-08-01,Asia Pacific,Japan,Mid-Market,App Installs,18,11,7,4
2025-08-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,15,9,7,5
2025-08-01,Asia Pacific,Japan,Enterprise,Conversions,43,35,31,18
2025-08-01,Asia Pacific,Japan,Enterprise,Traffic,29,22,10,6
2025-08-01,Asia Pacific,Japan,Enterprise,Lead Generation,27,20,17,10
2025-08-01,Asia Pacific,Japan,Enterprise,App Installs,31,22,15,9
2025-08-01,Asia Pacific,Japan,Enterprise,Catalog Sales,38,28,24,15
2025-08-01,Asia Pacific,Japan,Agency,Conversions,25,18,17,11
2025-08-01,Asia Pacific,Japan,Agency,Traffic,30,20,8,5
2025-08-01,Asia Pacific,Japan,Agency,Lead Generation,24,16,13,8
2025-08-01,Asia Pacific,Japan,Agency,App Installs,29,20,12,8
2025-08-01,Asia Pacific,Japan,Agency,Catalog Sales,31,23,21,12
2025-08-01,Asia Pacific,South Korea,SMB,Conversions,12,6,5,3
2025-08-01,Asia Pacific,South Korea,SMB,Traffic,12,6,3,2
2025-08-01,Asia Pacific,South Korea,SMB,Lead Generation,12,6,5,3
2025-08-01,Asia Pacific,South Korea,SMB,App Installs,13,6,4,2
2025-08-01,Asia Pacific,South Korea,SMB,Catalog Sales,12,6,5,3
2025-08-01,Asia Pacific,South Korea,Mid-Market,Conversions,21,13,14,8
2025-08-01,Asia Pacific,South Korea,Mid-Market,Traffic,15,10,4,2
2025-08-01,Asia Pacific,South Korea,Mid-Market,Lead Generation,18,11,8,5
2025-08-01,Asia Pacific,South Korea,Mid-Market,App Installs,20,13,9,6
2025-08-01,Asia Pacific,South Korea,Mid-Market,Catalog Sales,18,12,10,6
2025-08-01,Asia Pacific,South Korea,Enterprise,Conversions,34,25,24,15
2025-08-01,Asia Pacific,South Korea,Enterprise,Traffic,37,26,12,7
2025-08-01,Asia Pacific,South Korea,Enterprise,Lead Generation,23,18,15,9
2025-08-01,Asia Pacific,South Korea,Enterprise,App Installs,39,31,19,11
2025-08-01,Asia Pacific,South Korea,Enterprise,Catalog Sales,33,26,24,14
2025-08-01,Asia Pacific,South Korea,Agency,Conversions,19,13,14,9
2025-08-01,Asia Pacific,South Korea,Agency,Traffic,27,20,9,6
2025-08-01,Asia Pacific,South Korea,Agency,Lead Generation,28,19,15,9
2025-08-01,Asia Pacific,South Korea,Agency,App Installs,26,19,12,8
2025-08-01,Asia Pacific,South Korea,Agency,Catalog Sales,25,19,16,9
2025-08-01,Asia Pacific,Australia,SMB,Conversions,12,6,6,4
2025-08-01,Asia Pacific,Australia,SMB,Traffic,12,6,3,1
2025-08-01,Asia Pacific,Australia,SMB,Lead Generation,12,6,5,3
2025-08-01,Asia Pacific,Australia,SMB,App Installs,12,6,3,2
2025-08-01,Asia Pacific,Australia,SMB,Catalog Sales,12,6,5,3
2025-08-01,Asia Pacific,Australia,Mid-Market,Conversions,19,13,12,7
2025-08-01,Asia Pacific,Australia,Mid-Market,Traffic,15,10,5,3
2025-08-01,Asia Pacific,Australia,Mid-Market,Lead Generation,15,9,7,4
2025-08-01,Asia Pacific,Australia,Mid-Market,App Installs,13,9,5,3
2025-08-01,Asia Pacific,Australia,Mid-Market,Catalog Sales,13,9,7,4
2025-08-01,Asia Pacific,Australia,Enterprise,Conversions,22,18,18,12
2025-08-01,Asia Pacific,Australia,Enterprise,Traffic,27,20,9,5
2025-08-01,Asia Pacific,Australia,Enterprise,Lead Generation,32,23,19,12
2025-08-01,Asia Pacific,Australia,Enterprise,App Installs,24,18,11,7
2025-08-01,Asia Pacific,Australia,Enterprise,Catalog Sales,25,19,18,11
2025-08-01,Asia Pacific,Australia,Agency,Conversions,21,16,15,9
2025-08-01,Asia Pacific,Australia,Agency,Traffic,20,14,6,4
2025-08-01,Asia Pacific,Australia,Agency,Lead Generation,20,14,12,7
2025-08-01,Asia Pacific,Australia,Agency,App Installs,21,15,10,6
2025-08-01,Asia Pacific,Australia,Agency,Catalog Sales,18,12,10,6
2025-08-01,Asia Pacific,Indonesia,SMB,Conversions,16,7,7,4
2025-08-01,Asia Pacific,Indonesia,SMB,Traffic,13,6,2,1
2025-08-01,Asia Pacific,Indonesia,SMB,Lead Generation,13,5,4,3
2025-08-01,Asia Pacific,Indonesia,SMB,App Installs,17,8,4,3
2025-08-01,Asia Pacific,Indonesia,SMB,Catalog Sales,13,6,5,3
2025-08-01,Asia Pacific,Indonesia,Mid-Market,Conversions,18,10,9,6
2025-08-01,Asia Pacific,Indonesia,Mid-Market,Traffic,23,12,5,3
2025-08-01,Asia Pacific,Indonesia,Mid-Market,Lead Generation,23,13,10,6
2025-08-01,Asia Pacific,Indonesia,Mid-Market,App Installs,23,12,8,5
2025-08-01,Asia Pacific,Indonesia,Mid-Market,Catalog Sales,19,10,9,5
2025-08-01,Asia Pacific,Indonesia,Enterprise,Conversions,41,28,26,17
2025-08-01,Asia Pacific,Indonesia,Enterprise,Traffic,31,20,9,5
2025-08-01,Asia Pacific,Indonesia,Enterprise,Lead Generation,42,30,24,15
2025-08-01,Asia Pacific,Indonesia,Enterprise,App Installs,37,27,16,10
2025-08-01,Asia Pacific,Indonesia,Enterprise,Catalog Sales,36,23,20,12
2025-08-01,Asia Pacific,Indonesia,Agency,Conversions,29,19,19,11
2025-08-01,Asia Pacific,Indonesia,Agency,Traffic,34,21,9,5
2025-08-01,Asia Pacific,Indonesia,Agency,Lead Generation,32,20,17,10
2025-08-01,Asia Pacific,Indonesia,Agency,App Installs,31,19,12,7
2025-08-01,Asia Pacific,Indonesia,Agency,Catalog Sales,37,24,20,12
2025-09-01,North America,United States,SMB,Conversions,15,8,8,5
2025-09-01,North America,United States,SMB,Traffic,21,11,5,3
2025-09-01,North America,United States,SMB,Lead Generation,24,13,11,7
2025-09-01,North America,United States,SMB,App Installs,15,9,5,3
2025-09-01,North America,United States,SMB,Catalog Sales,23,12,11,7
2025-09-01,North America,United States,Mid-Market,Conversions,35,23,21,12
2025-09-01,North America,United States,Mid-Market,Traffic,34,24,12,7
2025-09-01,North America,United States,Mid-Market,Lead Generation,34,24,20,12
2025-09-01,North America,United States,Mid-Market,App Installs,27,18,10,6
2025-09-01,North America,United States,Mid-Market,Catalog Sales,29,18,15,10
2025-09-01,North America,United States,Enterprise,Conversions,43,33,33,21
2025-09-01,North America,United States,Enterprise,Traffic,56,45,23,13
2025-09-01,North America,United States,Enterprise,Lead Generation,68,58,49,29
2025-09-01,North America,United States,Enterprise,App Installs,68,53,35,23
2025-09-01,North America,United States,Enterprise,Catalog Sales,52,40,36,22
2025-09-01,North America,United States,Agency,Conversions,35,24,23,15
2025-09-01,North America,United States,Agency,Traffic,45,36,18,11
2025-09-01,North America,United States,Agency,Lead Generation,38,27,22,14
2025-09-01,North America,United States,Agency,App Installs,54,39,25,16
2025-09-01,North America,United States,Agency,Catalog Sales,42,32,28,17
2025-09-01,North America,Canada,SMB,Conversions,12,6,5,3
2025-09-01,North America,Canada,SMB,Traffic,12,6,3,1
2025-09-01,North America,Canada,SMB,Lead Generation,12,6,4,3
2025-09-01,North America,Canada,SMB,App Installs,12,6,4,2
2025-09-01,North America,Canada,SMB,Catalog Sales,12,6,5,3
2025-09-01,North America,Canada,Mid-Market,Conversions,16,10,10,6
2025-09-01,North America,Canada,Mid-Market,Traffic,18,12,6,3
2025-09-01,North America,Canada,Mid-Market,Lead Generation,18,11,10,6
2025-09-01,North America,Canada,Mid-Market,App Installs,16,10,7,4
2025-09-01,North America,Canada,Mid-Market,Catalog Sales,14,9,8,5
2025-09-01,North America,Canada,Enterprise,Conversions,36,29,27,17
2025-09-01,North America,Canada,Enterprise,Traffic,36,30,14,8
2025-09-01,North America,Canada,Enterprise,Lead Generation,34,28,23,14
2025-09-01,North America,Canada,Enterprise,App Installs,28,21,13,8
2025-09-01,North America,Canada,Enterprise,Catalog Sales,29,21,17,10
2025-09-01,North America,Canada,Agency,Conversions,26,20,19,11
2025-09-01,North America,Canada,Agency,Traffic,23,15,7,4
2025-09-01,North America,Canada,Agency,Lead Generation,26,18,15,8
2025-09-01,North America,Canada,Agency,App Installs,29,20,11,7
2025-09-01,North America,Canada,Agency,Catalog Sales,24,18,15,9
2025-09-01,Europe,United Kingdom,SMB,Conversions,14,7,7,4
2025-09-01,Europe,United Kingdom,SMB,Traffic,14,7,3,2
2025-09-01,Europe,United Kingdom,SMB,Lead Generation,13,7,6,3
2025-09-01,Europe,United Kingdom,SMB,App Installs,12,6,4,2
2025-09-01,Europe,United Kingdom,SMB,Catalog Sales,14,8,7,4
2025-09-01,Europe,United Kingdom,Mid-Market,Conversions,24,16,16,9
2025-09-01,Europe,United Kingdom,Mid-Market,Traffic,25,17,8,5
2025-09-01,Europe,United Kingdom,Mid-Market,Lead Generation,26,18,15,10
2025-09-01,Europe,United Kingdom,Mid-Market,App Installs,16,9,6,3
2025-09-01,Europe,United Kingdom,Mid-Market,Catalog Sales,24,17,14,9
2025-09-01,Europe,United Kingdom,Enterprise,Conversions,44,35,34,22
2025-09-01,Europe,United Kingdom,Enterprise,Traffic,38,32,14,8
2025-09-01,Europe,United Kingdom,Enterprise,Lead Generation,31,23,20,13
2025-09-01,Europe,United Kingdom,Enterprise,App Installs,40,32,21,13
2025-09-01,Europe,United Kingdom,Enterprise,Catalog Sales,30,24,20,13
2025-09-01,Europe,United Kingdom,Agency,Conversions,28,19,19,11
2025-09-01,Europe,United Kingdom,Agency,Traffic,29,22,10,6
2025-09-01,Europe,United Kingdom,Agency,Lead Generation,34,23,19,12
2025-09-01,Europe,United Kingdom,Agency,App Installs,23,17,11,6
2025-09-01,Europe,United Kingdom,Agency,Catalog Sales,23,15,14,8
2025-09-01,Europe,Germany,SMB,Conversions,13,6,6,4
2025-09-01,Europe,Germany,SMB,Traffic,12,6,3,1
2025-09-01,Europe,Germany,SMB,Lead Generation,14,7,5,3
2025-09-01,Europe,Germany,SMB,App Installs,13,6,4,2
2025-09-01,Europe,Germany,SMB,Catalog Sales,12,5,4,3
2025-09-01,Europe,Germany,Mid-Market,Conversions,18,11,11,7
2025-09-01,Europe,Germany,Mid-Market,Traffic,24,16,8,5
2025-09-01,Europe,Germany,Mid-Market,Lead Generation,21,14,10,6
2025-09-01,Europe,Germany,Mid-Market,App Installs,19,13,7,4
2025-09-01,Europe,Germany,Mid-Market,Catalog Sales,23,13,12,8
2025-09-01,Europe,Germany,Enterprise,Conversions,38,28,25,16
2025-09-01,Europe,Germany,Enterprise,Traffic,39,30,15,9
2025-09-01,Europe,Germany,Enterprise,Lead Generation,32,23,20,12
2025-09-01,Europe,Germany,Enterprise,App Installs,35,26,16,10
2025-09-01,Europe,Germany,Enterprise,Catalog Sales,27,19,16,10
2025-09-01,Europe,Germany,Agency,Conversions,25,16,15,10
2025-09-01,Europe,Germany,Agency,Traffic,23,16,8,5
2025-09-01,Europe,Germany,Agency,Lead Generation,24,17,14,8
2025-09-01,Europe,Germany,Agency,App Installs,31,23,14,8
2025-09-01,Europe,Germany,Agency,Catalog Sales,23,15,13,8
2025-09-01,Europe,France,SMB,Conversions,13,6,6,3
2025-09-01,Europe,France,SMB,Traffic,13,6,3,2
2025-09-01,Europe,France,SMB,Lead Generation,12,6,4,3
2025-09-01,Europe,France,SMB,App Installs,12,6,4,2
2025-09-01,Europe,France,SMB,Catalog Sales,13,6,6,4
2025-09-01,Europe,France,Mid-Market,Conversions,16,10,10,6
2025-09-01,Europe,France,Mid-Market,Traffic,20,12,5,3
2025-09-01,Europe,France,Mid-Market,Lead Generation,19,12,10,6
2025-09-01,Europe,France,Mid-Market,App Installs,18,10,6,3
2025-09-01,Europe,France,Mid-Market,Catalog Sales,18,11,9,6
2025-09-01,Europe,France,Enterprise,Conversions,34,24,22,13
2025-09-01,Europe,France,Enterprise,Traffic,25,17,7,5
2025-09-01,Europe,France,Enterprise,Lead Generation,33,24,21,12
2025-09-01,Europe,France,Enterprise,App Installs,24,16,10,6
2025-09-01,Europe,France,Enterprise,Catalog Sales,37,25,21,13
2025-09-01,Europe,France,Agency,Conversions,19,13,12,7
2025-09-01,Europe,France,Agency,Traffic,29,20,9,5
2025-09-01,Europe,France,Agency,Lead Generation,19,12,9,5
2025-09-01,Europe,France,Agency,App Installs,27,18,12,7
2025-09-01,Europe,France,Agency,Catalog Sales,29,20,17,11
2025-09-01,Middle East & Africa,United Arab Emirates,SMB,Conversions,12,7,6,4
2025-09-01,Middle East & Africa,United Arab Emirates,SMB,Traffic,12,6,3,1
2025-09-01,Middle East & Africa,United Arab Emirates,SMB,Lead Generation,12,6,5,3
2025-09-01,Middle East & Africa,United Arab Emirates,SMB,App Installs,12,6,4,2
2025-09-01,Middle East & Africa,United Arab Emirates,SMB,Catalog Sales,12,6,5,3
2025-09-01,Middle East & Africa,United Arab Emirates,Mid-Market,Conversions,15,9,8,5
2025-09-01,Middle East & Africa,United Arab Emirates,Mid-Market,Traffic,13,8,3,2
2025-09-01,Middle East & Africa,United Arab Emirates,Mid-Market,Lead Generation,13,8,7,4
2025-09-01,Middle East & Africa,United Arab Emirates,Mid-Market,App Installs,15,9,6,3
2025-09-01,Middle East & Africa,United Arab Emirates,Mid-Market,Catalog Sales,18,12,11,7
2025-09-01,Middle East & Africa,United Arab Emirates,Enterprise,Conversions,23,16,16,11
2025-09-01,Middle East & Africa,United Arab Emirates,Enterprise,Traffic,25,19,9,5
2025-09-01,Middle East & Africa,United Arab Emirates,Enterprise,Lead Generation,26,21,18,11
2025-09-01,Middle East & Africa,United Arab Emirates,Enterprise,App Installs,26,19,12,7
2025-09-01,Middle East & Africa,United Arab Emirates,Enterprise,Catalog Sales,23,18,15,10
2025-09-01,Middle East & Africa,United Arab Emirates,Agency,Conversions,21,14,13,8
2025-09-01,Middle East & Africa,United Arab Emirates,Agency,Traffic,18,13,6,4
2025-09-01,Middle East & Africa,United Arab Emirates,Agency,Lead Generation,20,14,12,7
2025-09-01,Middle East & Africa,United Arab Emirates,Agency,App Installs,25,19,11,7
2025-09-01,Middle East & Africa,United Arab Emirates,Agency,Catalog Sales,21,16,13,7
2025-09-01,Middle East & Africa,Saudi Arabia,SMB,Conversions,12,5,5,3
2025-09-01,Middle East & Africa,Saudi Arabia,SMB,Traffic,12,6,3,1
2025-09-01,Middle East & Africa,Saudi Arabia,SMB,Lead Generation,12,6,5,3
2025-09-01,Middle East & Africa,Saudi Arabia,SMB,App Installs,12,6,4,2
2025-09-01,Middle East & Africa,Saudi Arabia,SMB,Catalog Sales,13,7,6,3
2025-09-01,Middle East & Africa,Saudi Arabia,Mid-Market,Conversions,14,8,8,5
2025-09-01,Middle East & Africa,Saudi Arabia,Mid-Market,Traffic,21,12,5,3
2025-09-01,Middle East & Africa,Saudi Arabia,Mid-Market,Lead Generation,19,11,10,6
2025-09-01,Middle East & Africa,Saudi Arabia,Mid-Market,App Installs,18,11,7,4
2025-09-01,Middle East & Africa,Saudi Arabia,Mid-Market,Catalog Sales,17,10,8,5
2025-09-01,Middle East & Africa,Saudi Arabia,Enterprise,Conversions,27,18,17,11
2025-09-01,Middle East & Africa,Saudi Arabia,Enterprise,Traffic,23,17,7,4
2025-09-01,Middle East & Africa,Saudi Arabia,Enterprise,Lead Generation,23,17,14,9
2025-09-01,Middle East & Africa,Saudi Arabia,Enterprise,App Installs,33,22,15,9
2025-09-01,Middle East & Africa,Saudi Arabia,Enterprise,Catalog Sales,30,23,21,14
2025-09-01,Middle East & Africa,Saudi Arabia,Agency,Conversions,19,13,12,8
2025-09-01,Middle East & Africa,Saudi Arabia,Agency,Traffic,17,11,5,3
2025-09-01,Middle East & Africa,Saudi Arabia,Agency,Lead Generation,18,12,10,6
2025-09-01,Middle East & Africa,Saudi Arabia,Agency,App Installs,27,19,11,7
2025-09-01,Middle East & Africa,Saudi Arabia,Agency,Catalog Sales,19,13,11,6
2025-09-01,Middle East & Africa,South Africa,SMB,Conversions,12,5,5,3
2025-09-01,Middle East & Africa,South Africa,SMB,Traffic,12,5,2,1
2025-09-01,Middle East & Africa,South Africa,SMB,Lead Generation,12,5,4,2
2025-09-01,Middle East & Africa,South Africa,SMB,App Installs,12,5,3,2
2025-09-01,Middle East & Africa,South Africa,SMB,Catalog Sales,12,5,5,3
2025-09-01,Middle East & Africa,South Africa,Mid-Market,Conversions,13,7,6,3
2025-09-01,Middle East & Africa,South Africa,Mid-Market,Traffic,16,8,3,2
2025-09-01,Middle East & Africa,South Africa,Mid-Market,Lead Generation,15,8,6,4
2025-09-01,Middle East & Africa,South Africa,Mid-Market,App Installs,12,6,4,2
2025-09-01,Middle East & Africa,South Africa,Mid-Market,Catalog Sales,12,6,6,4
2025-09-01,Middle East & Africa,South Africa,Enterprise,Conversions,20,13,12,7
2025-09-01,Middle East & Africa,South Africa,Enterprise,Traffic,28,19,9,5
2025-09-01,Middle East & Africa,South Africa,Enterprise,Lead Generation,18,12,11,6
2025-09-01,Middle East & Africa,South Africa,Enterprise,App Installs,27,18,11,7
2025-09-01,Middle East & Africa,South Africa,Enterprise,Catalog Sales,25,16,15,9
2025-09-01,Middle East & Africa,South Africa,Agency,Conversions,19,11,11,6
2025-09-01,Middle East & Africa,South Africa,Agency,Traffic,15,9,4,2
2025-09-01,Middle East & Africa,South Africa,Agency,Lead Generation,21,12,10,6
2025-09-01,Middle East & Africa,South Africa,Agency,App Installs,19,12,8,5
2025-09-01,Middle East & Africa,South Africa,Agency,Catalog Sales,15,9,8,5
2025-09-01,Asia Pacific,Japan,SMB,Conversions,12,6,6,3
2025-09-01,Asia Pacific,Japan,SMB,Traffic,12,6,2,1
2025-09-01,Asia Pacific,Japan,SMB,Lead Generation,12,6,5,3
2025-09-01,Asia Pacific,Japan,SMB,App Installs,12,6,3,2
2025-09-01,Asia Pacific,Japan,SMB,Catalog Sales,15,7,6,3
2025-09-01,Asia Pacific,Japan,Mid-Market,Conversions,23,15,13,8
2025-09-01,Asia Pacific,Japan,Mid-Market,Traffic,19,12,5,3
2025-09-01,Asia Pacific,Japan,Mid-Market,Lead Generation,20,13,10,6
2025-09-01,Asia Pacific,Japan,Mid-Market,App Installs,16,10,6,4
2025-09-01,Asia Pacific,Japan,Mid-Market,Catalog Sales,16,10,9,6
2025-09-01,Asia Pacific,Japan,Enterprise,Conversions,36,28,25,16
2025-09-01,Asia Pacific,Japan,Enterprise,Traffic,37,26,12,7
2025-09-01,Asia Pacific,Japan,Enterprise,Lead Generation,33,26,22,13
2025-09-01,Asia Pacific,Japan,Enterprise,App Installs,40,33,21,13
2025-09-01,Asia Pacific,Japan,Enterprise,Catalog Sales,41,33,28,18
2025-09-01,Asia Pacific,Japan,Agency,Conversions,21,15,14,8
2025-09-01,Asia Pacific,Japan,Agency,Traffic,27,18,8,4
2025-09-01,Asia Pacific,Japan,Agency,Lead Generation,20,14,11,6
2025-09-01,Asia Pacific,Japan,Agency,App Installs,20,14,9,5
